27687;;puCniQ_TOgxp ;ITiL piNnb kriguMb Kr tOb ; sYsCpn mhACki IsYgi myAIn atAbsiQbu puCniQ TOgxlMmi;verb
27695;;PoQb ;aIb KuxInciQbbu miyAMd KzhNb ; hOjiC PAUbd mhACki lAIriC ani PoQle;verb
27697;;kl_As ;puNn bi.ae tMmiNnb mhYroIsiQgi luF ; sy_AmA tAIbz mhYkoLd aYg kl_As amtd tMmiNnrCI;noun
27698;;mtM ;knAguMb amgi puNsigi akCnb tAQkC KznhNb ; niQTOgi aroIb mtMdu yAMn awAb aoIKi;noun
27699;;mtM_kuIrb, kuIrb_mtM ;sAQlb mtM ; aY mhACpu mtM kuIrbgi mmAQdgi Kzqi;noun
27722;;Kzb, TeQnb ;kriguMb cxnbi nxtr_g TOaoQ amgi mtuQINn cxp ; aYn Kzlib asi adoMn mrM aoIdun Kzlibni/ mhAC awAb kyA TeQnrClbni;verb
27723;;KuNnAIgi_KNb, KuNnAIgi_TbC_tOb ;misiQg toxn-tiNnb nxtr_g KuNnAIgi TbCsiQd sruC yAb ; binod KuNnAIgi yAMn KLli;verb
27724;;KNb ;knAguMb krmcAri ambu atoFp mPM amd mtM Krgi aoIn TAb ; lANmigi luciQpureL adun aoPisAr adubu smudr_ lANn TOdAQ pAQToClunbgidmC KLle;verb
27725;;yAb, ayAb_pib ;kriguMb PM am meNsiNb nxtr_g TOdAQ lOb ; amg-amg KNn-nYnrb mtuQd suresn pr_sident_ki PM msAN lOre;verb
27726;;TbC_tOb, aheNb_TbC_sub ;mtM Krgi aoIn knAguMb misC nxtr_g PM amgi TO pub ; gjAn suXti lOKibn mrM aoIdun dipCn mhACki TbC tOgni;verb
27731;;KAInb ;kriguMb mri am txpgi PibM ; Kxnbn mrM aoIdun nupA-nupi anidu KAInre;verb
27735;;mAI_pACtb, mAITib ;mpuQ PAn mhYyANdb nxtr_g lYKA tAb ; adoMn mrM aoIrg aYgi TOrAQ mAI pACtr_e;verb
27736;;TMb ;kriguMb aKNnb pANdM amgidmC nxtr_g sijiNnnbgidmC toqANhNb ; pox asi IrAxnbgidmC TMbni;verb
27741;;soxTrb, toNTrb ;knAguMb misC, KuNnAInciQbn mrM aoIdun nMTrb aoIb ; soxTrb kAQluFki cAUKxnbgidmC puMnmCn leFp lYtn hoxngdbni;adjective
27748;;mANnb ;knAguMbgi mPM lOb nxtr_g mhACki cAQdumC aoIb ; lupA am asi pYsA cAmg mANnY;verb
27769;;rAjy_, lYbAC ;miyAMgi aduguMb_ kAQluF msi mroMdoM leFcb qMb lYbAC amgi lYqACt yAUI ; rAjy_n INkM teCs_ heNgxhLle;noun
27773;;Uxp, lANToCp ;ToIdoCn mrALsirib, KNn-nYnribnciQbbu miyAM mAQd puToCp ; mhACn mhACki mrAL lYtbdugidmC KudM cAQdM kyAmruM UxlMmi;verb
27783;;ludb, mru_aoIdb ;mru nxtr_g hOrCPM aoIbd kAIdoQb nxtr_g mdug mri lYnb aoIb ; ludb lOngNb lAInAdgisu TwAI mAQniQqAI aoI;adjective
27793;;mmAgi, mmAgi_aoIb ;ImAg mri lYnb ; luciQb IbuQqon ahANbd mmAgi  mri-mtAsiQ UNngni;adjective
27803;;toqAN-toqANb, mANndb, KeNnb, Kexnb ;amn-amdgi toKAIhNb ; luciQb IbuQqon puMnmCk UNnnbgidmC toqAN-toqANb mtM leFlMmi;adjective
27805;;KuduM_cNb ;pAQgLn mrM aoIrg msAgi hCt lYhNb ; lANmin konuQ adu KuduM cNsiLlMmi;verb
27806;;PAUb, Pzb ;msAgi KuduMd lYrCp ; TbC asi tObd aYn ToIdoCn nuQqAIb PAUI;verb
27807;;loIb ;mTO tObgi mtM lYtr_b ; luF asidgi adoMgi luFloI aoIbgi mtM loIre;verb
27819;;aTAb, anoIb, acOb, apOb ;mKAdgi mtoN PAUb cAQ mANnn cAUb ; ciQdoLd aTAb UNn kuFsiLli;adjective
27821;;sijiNnb ;knAguMbn mrM aoIrg atoFpgi TbCt kANnhNb ; KuxsAhYbsiQn puToClib poxsiQ asi mi kyAmruMn sijiNnri;verb
27824;;hNTrClib ;wAxlClib aoIb ; mKoI anigi mrCt hNTrClib nuQsinb asi Ubd aY qCI;adjective
27827;;sCtM_lAQb, sAb ;kriguMb Pilm_, PMbAC lilAnciQbd knAguMb amgi sCloN lOb ; Pilm_ asid amitABn lANmi amgi sCtM lAQli;verb
27829;;PAUb ;TwAIpANbsiQgi puCniQd nxtr_Ag hCcAQd kriguMb pox amn TeQlCp nxtr_g soClCpgi gy_AN KQb qMb ; aY asAb PAUri;verb
27832;;sNdoCp ;mPM amdi mtMnciQbgi mrCt KeNnb lACp nxtr_g lAFn cxKib ; BArx asi kAsm_irdgi kny_AkumAri PAUb sNdoCI;verb
27833;;yAb, ayAb_pib ;TijiN-huMjiNb nxtr_g KudMgidmC ayAb pib ; wAyeLszn adoMgi minMb mrY adubu yAb qMloI;verb
27834;;msC_KzhNb, msC_tACp ;mtiC-mguN Uxp nxtr_g knguMbgi mtiC KzhNnb hoxnb ; PijoLn migi msC KzhLli hAIbsi aY yAniQde;verb
27835;;UhNb ;aoIdb maoQd knAguMb amgi mtO tMb ; silAn msAbu hiroINguMn UhLli;verb
27850;;tuMgNb ;tiNsiNnb qMb pox ; cini, TuMnciQbsi tuMgNb poxni;noun
27852;;tiNsiNnrb_pox ;tuMgdb poxt tuMgNb poxpu NsiLlb mtuQd Pzb pox ; mhACn TuM amsuQ IsiQ tiNsiNnrb mhidu hYdoClMmi;noun
27853;;s, s_myeC ;romN myeCki 19 sub myeC ; s by_NjN amni;noun
27856;;hAQdoCp ;kriguMb Kr ayAb pib nxtr_g kriguMb Kr tOb yAhNb ; wAhz hznbgidmC hirM asi hAQdoCle;adjective
27883;;numixki, numixki_aoIb, numixtgi_Pzb ;numixk mri lYnb ; KuxlAI asi numixki mqALn mTO tOhNbni;adjective
27884;;aoIjb_Tib, aoIjb_tANb ;msAgi kANnnbt KNb wAKLn TNb misC ; qsigi KuNnAI aoIjb TibsiQn TLli;noun
27895;;tAQkC_amgi_lilA ;pNduF amKCtz lYb PMbAC lilA ; aY tAQkC amgi lilA am pAri;noun
27904;;diLligi, diLligi_aoIb ;diLlig mri lYnb ; aYKoIgi diLlid lYb KurAn diLligi poxsiQ Kr purCI;adjective
27921;;yeCnbi ;yeQTinbi nupi ; aY nzgi nmANnbini yeCnbi nxte;noun
27922;;mru ;kriguMb TbCnciQbgidmC TOInsiN aoIb nxtr_g kriguMb mrM amn poChNb wAKLnciQb ; mnohrgi lMcxn silAgi puCniQd tukxcbgi mru huLhLle;noun
27925;;mru_pANb, mru_yAUb ;mhYgi mnuQ yAUb mdudgi pAMbi hOrCp yAb pox ; puQtoN, kPoInciQbsi mru pANb UhYni;adjective
27950;;mihO_cAUb_mi, krAM_cAUb_mi ;kA heNn pAMb misC ; mnohr yAMn mihO cAUb mini;noun
27955;;niQjrib, aAsA_tOjrib ;mqoNd knAguMbgi wAKL sAgxlib misC ; mAI pACnbgidmC adoMmCn aYgi niQjribni;noun
27960;;yAhNb, TeMb ;atoFpbu ILhNb ; aYn mhACpu UpAI am tOdun aYg loInn lACnbgidmC yAhLlMmi;verb
27963;;sijiNnrib, pAIrib ;poxsiQ, sebAnciQbgi kANnb lOrib aoIb ; mobAIL sijiNnrib KuNjAsiQn mtM puMnmCt nexwrC Pzde;adjective
27965;;apAM-nuQsid_luFlb ;awA-nuQqAInciQbbu Pzlib aoIb ; apAM-nuQsid luFlb misC adun msAbu lACsiNb qMdr_bdi mhAC anAb loIrCI;adjective
27978;;miroLhNdnb ;puCnuQd aqAQ aoIhNdb aoIb ; kYTeLd mKL kyAmruMgi miroLhNdnb poxsiQ Pzqi;adjective
27980;;IhO_hOrib ;kriguMb am Pznb KoQjz czsiLlib ; IhO hOrib krmcArisiQgi dAbi asi mrM cAde;adjective
27991;;mixkup, mikuF ;yAMn teNb mtM ; adoM mixkuF amt qAIbiyu;noun
27997;;Izgixn_tACp ;ciNn hAIdn kriguMb amn KzhNb ; Izgixn tACp asi mKL kyAmruM lY KudM aoIn aqAQb TAUmYn leFnb KzhLli;noun
28004;;kuPex-kAPex_qANb ;msAgi mPMdgi hNdoClg koIcx cxpgi TOaoQ ; ahiQd atiyAd TwANmicACsiQn kuPex-kAPex qANb adoMn seQn Ub qMgni;noun
28015;;nuQqAIb ;awAb aoIdb ; aYKoIn cxlub adu yAMn hrAUb amdi nuQqAIb KoQcx aoIrMmi;adjective
28017;;cAbd_Pxtb ;cAb nxtr_g mhAU lObd yAdr_b ; ToQdoClb poxsiQ puQ truCki mtuQd cAbd Pxtb aoI;adjective
28029;;nAkoQn_tAb ;kriguMb wAhYnciQbbu nAkoQgi mteQn Kzb qMb ; nAkoQn tAb hAIbsi mtM puMbd acuMb aoIde;noun
28030;;sr_uti ;IsYgi kriguMb sur trexki sruC kuNniToIgi mnuQdgi aM ; sr_uti yAUdn IsY mpuQ PAde;noun
28034;;Umz ;mi tAdb asuCp mPMd hOb UpAL-wApAL nxtr_g atoFp mnA-msiQ ; mhOsAgi KuxseMbu TOsAdn miaoIbn Umz koCToCli;noun
28036;;mAITirb ;mAI pACtr_b misC ; niQTOn mAITirbsiQbu PAdoC tAhLlMmi;noun
28039;;leQlClib ;mAQd lAClib miaoI ; leQlClib miaoI asi KzbguM tOI;noun
28041;;INsiNb ;Pu hAIbgi pAUtAC ; INsiNbsu cYrAC pib yAb mrAL amni;noun
28048;;yexnrib_wAPM ;wAyeL loIszd  yexnrib miaoI anigi wAPM ; wAyeL mpun yexnrib mAIkY anigi wAPM tArb mtuQd  msAgi wAreF lOrMmi;noun
28051;;hOgxtun_IkAI_KuMnb ;knAguMb ambu IkAI KuMnnbgidmC PMPM TAdoClg leFKxpgi TOaoQ ; loIsz mkoCpu tArAMn aoCnbgidmC hOgxtun IkAI KuMnKr_e;noun
28064;;sNdoCp ;pAC-cAUToChNb ; bOdD_siQn bOdD_ lAIniQbu lYbAC kyAmruMd sNdoClMmi;verb
28071;;cNnb, sijiNnb_yAb ;TbCt aoNToCpd mtiC cAb aoIb ; kriguMb pox amKCsi knAguMb amd cNnb adubu atoFp miaoI amd cNndb yAI;adjective
28072;;mcu_szlb ;kriguMb Kr tYsiNdn msC PjhLlb ; mcu szlb tebL adubu yuMd TMmu;adjective
28078;;czjPM_pib ;knAguMbbu lYnbgidmC mPM pib ; Umzd kqAUnrb lMbi cxpsiQbu lAIniQbdun mhACki aAsr_AMd czjPM pirMmi ;verb
28089;;qAC-seLlb_mPM ;mhOsAgi aoIb PibM kAIhNdn miyAMgi lN aoIn TMlb mPM ; jAtigi aoIn qAC-seLlb mPM asid mAQKigdOrb Umzgi sAsiQ Ub Pzgni;noun
28092;;nAkeN_TAd_mnA_keNb, nAkeN_TAd_UnA_keNb ;(UpAL-wApAL, UmznciQb) mKoIgi mhY pANb loIrb  mtuQd chid amuCtz mnA keNb aoIb ; Umz asid nAkeNTAd mnA keNb UpAMbisiQgi msiQn heLli;adjective
28094;;su ;atoFpgi aoIb maoQ adu knAguMb misC nxt_g kriguMb poxsC amd aoIb ; qsi aYgisu priKy_A lY;adverb
28095;;cxTb ;kriguMb TbC amdi PibMnciQbbu aduM mKA tAn tOb ; aYKoIn numidAQd TbC subgi TOaoQ cxTri;verb
28098;;miciC-mirAUKoL_tAdb, miciC-mirAUKoN_tAdb, puMciC-ciCp ;KoNjeL yAUdb aoIb ; miciC-mirAUKoL tAdb ahiQgi mtMd mhAC yuMTCt leFlg TwANmicACsiQ yeQlMmi;adjective
28103;;kxToCp ;kriguMb aKNnb TbC, misC nxtr_g mrMnciQbgi dmC lYjb puMb pib ; mhACn mhACki mpuNsi cuFp KuNnAIgi yAIPnbgidmC kxToClMmi;verb
28105;;UceCki, UceCki_aoIb ;ceClAg mri lYnb aoIb ; mhAC UceCki hirMd nYnbd TwAI yAUI;adjective
28106;;lAIbC_Pb, aPb ;mhY Pjn lACp aoIb ; aYn mPMdud lYhOdbsi aYgidmCti lAIbC Pb tANjA hAIbduni;adjective
28122;;cAm_huMPu_trAmqA, 175 ;cAm amsuQ huMPutrAmqA ; puLlFn bArtoN cni tObd mi cAm huMPu trAmqA lACI;adjective
28123;;TNb, piC_TNb, puMTN_TNb ;kriguMb poxn lYbdgi ahAQb mPM lYtb ; atiyA asi TwANmicACn TLle;verb
28124;;hrAU-tyAMbgi_kuMmY ;cACleN nxtr_g nuQqAIbgi TOrM pAQToCnbgidmC toqANn TMb numix ; Idki hrAU-tyAMbgi kuMmY amuC krMb mtMd lACkni?;noun
28127;;Irujb, Iru_lub, Iru_lujb, IrujToCp, Iru-mAITjb, Iru_mAITjb ;IsiQn coxhNb nxtr_g hCcAQbu nuQsAd yAIbgi TOaoQ ; Irujbn lAInA poChNb mhiC Krdgi qACToCp qMmi;noun
28128;;aAIN, aAINgi_cxn-pTAF, aAINgi_cxn_pTAF ;TOpubsiQn aKNnn IToCtun TMlb niyMsiQ cxnbinciQbgi mpY ; aAINn aYKoIbu TbC asigi ayAb pide;noun
28137;;Kuxsu-KuxlAI ;kriguMb lYbACki sijiNnb noQmY, boM, toFnciQb puMnmC ; Kuxsu-KuxlAIgi mtAQd BArxn pAkistANdgi yAMn mAQjiN TAI;noun
28139;;srBis, sebA ;atoFpsiQgidmC mTO pAQToCp, lYPMgi seM-sAb amsuQ mteQ pAQb poxlMnciQb ; mPM asigi hoteLsiQ asi srBis Pjn tOI;noun
28141;;aTeQb ;IcM cMb nxtr_g aniQb mtMgi mtuQgi aoIb ; krigino Kzde aY ahiQ aTeQb PAUb tuMb yArMde;adjective
28144;;nAItoM_tArb ;atoFpdgi toqANb aoIb ; mhAC miyAM mrCtsu nAItoM tArb misC aoIrMmi;adjective
28146;;coQb ;mihuL huNb ; nAdb mi amgi TmoI minix amd cAUrACn huMPu trAniToIrC coQqi;verb
28147;;mihuL_diQ_diQ_coQb, mihuN_diQ_diQ_coQb, mihuL_ceNKxp, mihuN_ceNKxp ;kib, pAQgL soNb, lAIhOnciQb mrMn TmoId mihuL huNb ; sAUb mtMd TmoId huNb diQ diQ coQqi;verb
28149;;cAm_mriPutrA, 190 ;cAm amsuQ mriPutrA ; lupA cAm mriPutrAd kyA tiNsiLlg cni aoIgdge?;adjective
28150;;chuM, 300 ;cAm amsuQ cni ; mhACn luhoQbd cAUrACn mi chuM bArtoN tOrMmi;adjective
28156;;yAUb, lYb ;kriguMb pox, mPMnciQbd TMb nxtr_g mdugi mnuQ cLhNb ; teQkid IsiQ yAUI;verb
28171;;adu_aoIrbsu, adu_aoIb_rPAUbd, adumCtd, asi_mCtd, simCtd, adu_PAUbd, asi_PAUbd, siPAUbd, aduM_aoInmC ;aoIPM ToCI hAIn miyAMn KNb wAPM nxtr_g TbC am aoIddun aoNn-tYnn cxKib ; mhAC lAIhO hOri adu aoIrbsu koIcx cxli;adverb
28173;;sMjiNnb, tiNnb, tAIsiNnb, puNsiNb ;amg amg amKCt aoIsiNnb ; mPM asid lMbi ani sMjiNnY;verb
28174;;PuQgxlurb, leFlurb, TiQgxlurb ;priQ nAIn cxTrCp KoQcxt mtM Krgi aoIn pNb ; sw_r PuNgxlurb anAb adu sw_r hoLlClMmi;adjective
28178;;niQsiQniQqAI_aoIb, kAUqMdr_b ;puCniQd kriguMb amgi mmi leQdn lYbgi PibM ; niQsiQniQqAI aoIb TOdoCsiQdi kAUToCnb hoxnbd awAb aoI;adjective
28184;;aqCp_Pzn_Pjb_mPM, mpA_lYtn_Pjb_mPM, hAIniQqAI_lYtn_Pjb_mPM, cAQdMniQqAI_lYtb_mPM, puCniQ_suMhxniQqAI_aoIb_mPM ;yAMn kA heNn Pjb mPM ; aYKoIn himAly ciQsAQd koIriqYd aqCp Pzn Pjb mPM am TeQnrMmi;noun
28197;;mriC_cuMn, lYKAI_tAn ;kriguMb ambu yAMn mcA KAIn mriC cuMb aoIhNb nxtr_g cAUToChNb ; mhACn mhACki wAPM adu yAMn mriC cuMn tMli;adverb
28198;;peNjb ;puCniQd nuQqAIb pib ; aYgi peNjb asidi nhACk lYmiNnbsini;noun
28199;;mcex, mteC, mteC-mkAI ;kriguMb amgi akNb sruC mcAsiQ ; lAIsz asi acO-acOb nuQ mcexsiQn sAbni;noun
28200;;tAUrib ;kriguMb arAQb pox amgi mTCt luFTdn lYb ; aqAQn IsiQd tAUrib cegi hi adubu yeQlg KubAC KurMmi;adjective
28203;;lYb ;kriguMb leQdb mPM amd aoNb ; himAloI BArxki awAQd lY;verb
28210;;pulis ;miyAMgi lN-TuM qACnbgidmC ; mhACpu PAnbgidmC pulis lACI;noun
28211;;arzb_nuQ ;yuM sAbd sijiNnb akCnb mKLgi akCp nuQsiQ ; szleN asigi PClAQsiQ asi arzb nuQsiQn sAbni;noun
28213;;KudoQcAb ;miyAMd PzhKLlib kriguMb luF nxtr_g pAMbY am ; mobAIL PoN asid INtrnexki KudoQcAbsu Pzbigni;noun
28217;;sNdoCn_Ib ;knAguMb nxtr_g kriguMb amgi mrMd sNdoCn tACp ; lAIriC asid niQtM IhOd TwAI kxToCKr_b aTOb puMnmCki mrMd sNdoCn Iyu;verb
28221;;yAUb ;kriguMb amd sruC yAb ; aIb preQ asid mmiQ cxlb aIbsiQgi mmiQ yAUri ;verb
28224;;TAjbg_loInn ;puCniQd ciQnb yAUdbg loInn ; mhAC TAjbg loInn wAhzsiQ adugi pAUKuM pirMmi;adverb
28226;;mrMdMgi_aoIb, lMd_pCnb, lMg_cunb ;kriguMb akCnb lM amd Pzb nxtr_g poCp aoIb ; wAInu asi astr_eliyAgi mrMdMgi aoIb UceCni;adjective
28227;;pAC-cAUb, acOb ;ceCsiNn amdi kuFn yeQsiLlb mtuQd leFlb ; aYKoIn yAMn pAC-cAUb TOrAQ am seM sAre;adjective
28228;;aoIb, lYb ;kriguMb akCnb mPM amd lYb ; aY acuMb aoIre;verb
28237;;sexp, ToNb ;PiroNn ciQb hCcAQd kuFsiNbgi TbC ; PYjoM sexlb mtuQd mAIcO adu aAsNd leQsiLlMmi;noun
28257;;menu ;kriguMb hoteL amd cAn-TCnb poxlMsiQ Idun tACp ce ; menud kri-kri cAniQb pox yAUI;noun
28260;;hinyAN ;bOdD lAIniQ-lAIsoNgi mmiQ cxp kAQluF anigi mnuQd am ; hinyANgi mtuQ INn mtoMtgi hoxnjmN KCtn msAgi aoIb apeNb poChNb qMmi;noun
28269;;KoNToC, KoNjeL, KoNjeN ;kriguMb amgi IKO lAQb nxtr_g mhOsAn TmoIdgi TorCp mKoL ; mhACki wAPMd acuMbgi KoNToC yAUI;noun
28272;;ToQnAU, mihuxToQ ;yuM, gAri, jhAjnciQbgi PClAQ nxtr_g yuMTCt nuQsix nxtr_g mqAL cznb hAQdoC hAQjiN yAb U nxtr_g DAtun sAb amsuQ mdud miQseNnciQb pANb pAMbY am ; knAnomn kArgi ToQnAUgi miQseL TugAIre;noun
28284;puLlF;kriguMb ambu mpuQ aoIb puNsiNbgi TbC; adoMn hOjiC PAUb puLlF aoIn lupA cAm pire;noun
28300;;szgAI ;lYbAC qACpgi PM pAIrib misCki lYnb srkArn pib lYPM ; gBrnrgi szgAI lMbi asidni;noun
28321;;Kuxn_sAb, KuxsAhYbgi_poxToC ;migi mKuxn seMb ; melAdgi aYhACn Kuxn sAb poxcY Kr lYre;noun
28325;;kePe ;koPi amdi cAnciQb Pzb mPM ; aYKoI koPi TCnbgidmC kePed cxlMmiC;noun
28331;;qAhO-qAhO_cxp, qAhO_qAhO_cxp ;tFn-tFn koIcx cxpgi TbC ; mhAC lYkoLd qAhO-qAhO cxp UI;noun
28346;;mtM, jug ;miaoIbgi cAUKxpgi puwArid KAIdoCp aduguMb tAQkC msi mtM amsuQ PibMnciQbgi mtuQINn yeQb mixyeQd msAgi aoIb top-toFp mguN nxtr_g mPM kLli ; aY adoMbu BArteNdu mtMgi KuxI Kr tAhNge;noun
28349;;kAQluF, kAQbu ;TwAIpANbsiQgi nYnroLgi mtuQINb mANnb jAx Kznb ; rAnA tigr_inA asi hqoIgi sAIns_ki aoIb mmiQni msid rAnA hAIbsi hqoIgi kAQluFpu KznY;noun
28360;;hAxp ;knAguMb misC am nxtr_g myAMn puLlg knAguMb aPAUb misC amd KzhOdn lANdAdun TwAI mAQhNbgI TOaoQ ; INdirA gANDibu mhACki qAC-seLlibsiQn hAxKi;noun
28363;;hAmeQ ;nApi cAb sA am msi szgoM amsuQ msA cAnbgidmC yoCnY ; mhAC hAmeQsiQbu sjiC cAhNnb puToCKi;noun
28364;;seM-sAgxlClib_PibM ;kriguMb mtAQ amgi czgdb poxlMnciQbsiQ mPM cAn TMbgi maoQ ; tMnrAI wArigidmCtdi seM-sAgxlClib PibM asi yAMn cAsiNnY;noun
28365;;pNTuQ ;kriguMb cAQdMnb amgi aroIb qMKY aoIb mPM ; lMjeL tANnb adud lMjeLloI ani puNn mtM amtd pNTuQ yOrMmi;noun
28374;;loIsz ;lYbAC Krgi lYqACpgi TbC suPM ; mhAC Pr_Ans_ki loIszgi mrMd hAIri;noun
28375;;lYbAC ;kriguMb lM amgi lYqAClib luF nxtr_g lYqACp kAQbu ; lYbAC asin yAMn Tun anOb TOrAQsi pAIKxkdOri;noun
28376;;siti ;lYqACki KudoQcANbgidmC kriguMb lYbAC amgi mKAd liQKxp loIsz am ; siti asin siti asidgi puToCKib poxsiQgi kAQgx heNgxle;noun
28377;;poCnPM, poCPM, poCnPM_lMdM ;aduguMb mPM knAguMb am poCp ; rAMgi poCnPMdi ayoDyA_ni;noun
28378;;poCnPM_lYbAC ;knAguMb amn poCKib mPM ; BArx aYgi poCnPM lYbACni;noun
28380;;qMKYgi_lM, qMKY ;min KuNdAb lMgi mtAId lYb mi tAdb Umzgi sruC ; qMKYgi lM asid czbd aTiQb lY;noun
28385;;ImA_lYbAC, IrYpAC, lY ;lYbAC, shr, KuQgznciQb aduguMb mPM knAguMb am lYb ; BArx aYgi ImA lYbACni;noun
28386;;IhO, KoQjz ;kriguMb pANdM am Pznb czsiLlib miyAMgi aduguMb apuNb TbC am ; IhO  asin tALlib dAbisiQbu kriguMb amtg sNtAInb tOroI;noun
28387;;lNgY ;aPb mKLgi nxtr_g atAQb poxsiQgi mpY ; mhACki arib lYteQgi poxlMsiQ amdi seLnciQbgi lNgY lY;noun
28390;;st_AP ;loIsz amgi acO-asAQ PM pAIrib misiQgi mteQ pAQnb TMb mi ; mhY loIsz asigi st_AP yAMn PY;noun
28393;;preQ, priQ ;mTz mnAU qAIdun lYb maoQ ; preQ TugAIdun peseNjr purib gAri TOb adubu yAMn Tin Pubire;noun
28394;;tuQILloI ;mtiC-myAI lYrb misC amgi KoQloI aoIdun mhACpu TOgL tOrib mi kAQbu ; lAIaoIrb IbuQqodun mhACki tuQILloIsiQd yAIPwA Kr tACli;noun
28409;;Kw_AIdgi_hYToI-siQToIb, Kw_AIdgi_hYToI_siQToIb ;kriguMb kAQluF nxtr_g apuNb amdgi aheNb mguN ceNb misC ; lANPM asid aYKoIgi Kw_AIdgi hYToI siQToIb lANmi Kr mpuNsi kxKr_e;noun
28411;;Unb, dex_tOnb ;nuQsi nuQqoLg mri lYnb wAri sAnnbgidmC sCk sCk aoNsiNnb ; Unrb mtuQd sy_AM amsuQ sy_AmA msA msAgi myuMd hNnKr_e;noun
28422;;mhY_loIsz, mhYkoL, mhYkoN ;mhY-msiQ, lAIriC-lAIsu tMnb mPM ; mhY loIsz asi chi mrigi mmAQd liQKxKr_bni;noun
28432;;KNunAI, smAj ;kriguMb akCnb mPM amgi apuNb miyAM ; KuNnAIgi am cAUKxhNnbgidmC KuNnAIdugi mipuM KudiQmCn mAQloMd czsiNgdbni;noun
28437;;luF ;miyAMgi yAIPnb TbC tOb qMb aduguMb miaoIsiQgi kAQbu ; mhAC luF amd yAUb pAMmi;noun
28438;;leQsiNb ;misiQ nxtr_g poxsiQgi apuNb maoQ amd lYrb PibM nxtr_g priQ ; wAKLn sAgxlg kriguMb niQTirb maoQ am leQsiNb arAIb nxte;noun
28441;;pxhNdn_TMb, pxT-puMTdn_TMb, puMhNdb ;amAQ atA ToChNdn TMb ; aIzb godAUNd UhY, mnAmsiQnciQbsiQ asi pxhNdn TMb yAI;noun
28442;;lisiNdun_TMb, KACciNdun_TMb ;tuQdsijiNbgidmC sijiNndn TMb ; poxcY lisiNdun TMbn tuQgi awAx-apA meNnY;noun
28444;;cxlib_miyAM ;mPM amdgi mPM amd leQ-aoxlib misiQ ; cxlib miyAMgi mmAQ ITz-Tzn nhA am cxlMmi;noun
28445;;yuroF, yurOF_lYbAC ;yuroFki mhAdeski apuNb lYbACsiQ ; hOjiC-hOjiCmC yuroF amdi aesiyAnciQb lYbACsiQ asi cAUKxpgi lMbid mAQjiN TAri;noun
28452;;mKL, mKN ;TwAI pANbsiQgi nYnroLd sCmANnb TwAI pANbsiQgi kAQluFt sAaoQ-sAdA KjiCtz KeNnb ; mhiCsiQgi mrCtsu Kr-Kr KeNnb mKL lY;noun
28458;;lAIniQ, lAIniQ_lMbi ;lAIgi aoIb pAQgLd msAgi TAjb UxToCp KuNnAI nxtr_g kAQluF ; musliM lAIniQ asi muhMmd sAhbn hOdoClMmi;noun
28467;;lANTeQnb ;awAb amdi KudoQ cAdbnciQbbu loIsiNnbgidmC miyAM huFn czsiNb KoQjz ; mhACn lAIr-anzgi mAyoCt lANTeQnb hOrMmi;noun
28473;;ImuQ-mnuQ ;msAgi nupi-aqAQKCtgi aoIb tAIbz TbC heC Pzbg mhAC mhACki mmA-mpA kAUToClg ; TbC heC Pzbg mhAC mhACki mmA-mpA kAUToClg msAgi ImuQ-mnuQ KCtbu yeQsiLlMmi;noun
28474;;KuNnAI ;wAKLloN mANnb miaoIsiQgi kAQbu ; mhYroIsiQgi luFsiQn mhYroI KuNnAIgi yAIPnb TbC tOI;noun
28494;;tArCp, aoNTrCp ;awAQb mPM amdgi mi nxtr_g poxnciQbn KzhOdn mKAd yOrCpgi TOaoQ ; yuMTCtgi mhAC tArCp knAmtn UhOdre;noun
28495;;suF ;mKL amgi mhi lAQb TCnb pox msi sA, mnA-msiQ amdi qAnciQbdgi Puxlg seMmi ; qsi aYhACn cAC cAdr_iqYgi mmAQd suF TClMmi;noun
28499;;hrAU_nuQqAIb ;puCniQd nuQqAIbgi maoQ ; mhACn atoFpgi mteQ pAQbd puCniQd hrAU nuQqAIb PAUjY;noun
28505;;luhoQb, luhoQ-KoQdoQb, luhoQ_KoQdoQb ;yuMbANbgi TOrM pAQToCp ; aYhAC luhoQb am cxkdb lY;noun
28507;;KumAQ_cAUsiNb ;mAQloMd czsiNbgi TOaoQ ; lANmigi luciQpureL adun lANmisiQgi KumAQ cAUsiLlib adgi mtAQd hAIri;noun
28518;;aroIb ;kriguMb TOdoCnciQbgi loIsiLlClib nxtr_g aroIb sruC ; lAIriC asigi aroIb sruC adu pArb mtuQdt adoM kriguMb mru aoIb wAreF am lOb qMgni;noun
28523;;sMb, pusiNb ;kriguMb pox am InO nOn pANbgi TOaoQ ; teliPoN sMbd mtM yAMn czloI;noun
28528;;yAU ;hAmeQguMn mKoQ mri pANb jib am msigi mtudgi sAMtu Pzqi ; yAUgi mtudgi aruMb Pi seMb yAI;noun
28547;;nA_huxnb_KuxlAI ;nAd mKuN TMnb KuxlAI am ; snA sAbn nA huxnb KuxlAIn nupimcA adugi mnA huxlMmi;noun
28549;;Ux_lAb ;mpA aoIb qMb Ux ; mhACn Ux lAbdu yoNToClg Ux amoM am lYrMmi;noun
28561;;hqoI_lAb ;mpA aoIb qMb hqoI ; aqAQsiQdi hqoI lAb amsuQ amoMd krisu KeNnb Ub Pzdr_i;noun
